Retail Purchase,3,In-Channel Purchase
Shop Again,3,Unmapped Future Behaviors
Likelihood to Pick Up Purchases Offline,3,Use Store Pick-up
US Government,1,Unmapped Elements
Delivery,1,Delivery
Non Website Presence,1,Unmapped Elements
In-Channel Schedule,3,In-Channel Purchase
Preferred Retailer,3,Brand Preference
Purchase - Other Device,3,Other-Channel Purchase
Recommend Association,3,Recommend Company
Additional Services,3,Additional Products/Services
Product Mix,1,Product
Respect,3,Unmapped Future Behaviors
Communicate,3,Communicate Experience
Likelihood to visit a Oakwood,3,Use Service
eReading,3,Unmapped Future Behaviors
Primary Resource - Ordering,3,Unmapped Future Behaviors
Repurchase from Brand,3,Purchase
Purchase HP Sprout,3,Purchase
Sharing,3,Unmapped Future Behaviors
Store Experience - Order Quality,1,Unmapped Elements
Communicate Exp on Social Network,3,Comm Exp on Social Network
Use Other SSA Applications,3,Use More Services
Use ParcelShop Again,3,Unmapped Future Behaviors
Membership,3,Become a Member
Request information,3,Request Future Contact
Service Resolution,1,Service Resolution
Delivery Employees,1,Store Employees
Email Security,1,Unmapped Elements
Human,1,Unmapped Elements
Satisfaction with Company,3,Company/Organization/Brand Satisfaction
Drop off,1,Unmapped Elements
Service Request,1,Unmapped Elements
Perceived Customer Value,3,Unmapped Future Behaviors
Add More Competencies,3,Unmapped Future Behaviors
Brand Preference,3,Brand Preference
Product Quality,1,Product Quality
Director,1,Unmapped Elements
Likelihood to Use More Services,3,Use More Services
Policies and Procedures,1,Unmapped Elements
Return to the USPS automated phone system,3,Return
Event Attendance,3,Unmapped Future Behaviors
Subscribe to Site,3,Subscribe/Renew
Use Other Applications,3,Use More Services
Contact via Contact Center Again for Service,3,Contact Via Channel Again
Likelihood to Increase Business,3,Increase Business
Return to Account Online,3,Return
Mobile Application,3,Unmapped Future Behaviors
Classroom Activities,1,Unmapped Elements
Financial Products,1,Unmapped Elements
Purchase Online-Competitor,3,Purchase from Competitor
Banking - Bill Payment,1,Unmapped Elements
Primary Resource-Tools,3,Primary Resource
Site Information (Non-product),1,Site Information
Courier Demeanor,1,Unmapped Elements
Return to mobile App,3,Return
Modification,3,Unmapped Future Behaviors
Increase Engagement,3,Unmapped Future Behaviors
Subscription Costs,1,Price
Instructor,1,Unmapped Elements
Home Valuation & Price trends,1,Unmapped Elements
Purchase Other Items Online,3,Purchase
USITC Information,1,Site Information
Use Again,3,Use Again
Career Information,1,Site Information
Offline Shop Likelihood Purchase,3,Other-Channel Purchase
Representative Demeanor,1,Unmapped Elements
Schedule Service,3,Unmapped Future Behaviors
Brand Community,3,Unmapped Future Behaviors
Problem Resolution Process,1,Unmapped Elements
Security Information,1,Unmapped Elements
Collection transaction,1,Unmapped Elements
Selection of Listings,1,Unmapped Elements
Recommend - Workshops,3,Recommend Products/Services
Reserve Online-Pickup Offline,3,Use Store Pick-up
Collect Process,1,Pickup Process
Future Company Purchase,3,Unmapped Future Behaviors
Contact Process,1,Unmapped Elements
Recommend USPS,3,Recommend Company
Club Employees,1,Store Employees
Use Webmail,3,Use Service
Pick Up Purhcases Offline,3,Use Store Pick-up
Return to T-Mobile.com,3,Return
Sales Associate Engagement,1,Sales Associate Engagement
Book Reservation Online,3,Make Reservation Online
Contact A Property,3,Contact
Additional Service,3,Purchase
Manage My Account,3,Manage Account
Mobile Website Navigation,1,Navigation
Banking - Use more services,3,Use More Services
Brand Trust,3,Trust
Purchase on T-Mobile.com,3,In-Channel Purchase
Use App,3,Unmapped Future Behaviors
Earning and Learning,1,Unmapped Elements
Purchase for Self,3,Unmapped Future Behaviors
Research Balance Consolidation Again,3,Unmapped Future Behaviors
Recommend Others to Apply Online,3,Unmapped Future Behaviors
Brand Website Engagement,3,Visit Website
Purchase Via Call Center Again,3,In-Channel Purchase
Purchase from company,3,Purchase
Range Activities,1,Unmapped Elements
Recommend Rep,3,Unmapped Future Behaviors
Non- Product Content,1,Unmapped Elements
Continued Use Of Mobile Site,3,Continue Using
Recommend Store Collection,3,Recommend Store Pickup
Return to TMobile Phone Shopping,3,Purchase Next Time
Returns,1,Process
Purchase via Mobile App,3,Purchase via Mobile
Recommend Company/Brand,3,Recommend Company
Use Online Resources,3,Unmapped Future Behaviors
Likelihood to Watch Show Online,3,Unmapped Future Behaviors
Purchase an Insurance Online,3,In-Channel Purchase
Registration,3,Unmapped Future Behaviors
Do Business with a Competitor,3,Unmapped Future Behaviors
Registration,1,Account Setup
Points and Certificates,1,Unmapped Elements
Online Application Process,1,Process
Primary Resource - Support,3,Primary Resource
Task Process,1,Task Process
Request Future Contact,3,Request Future Contact
Purchase Additional Products/Services,3,Additional Products/Services
Energy Resource,3,Unmapped Future Behaviors
Recommend products & services,3,Recommend Products/Services
Communicate Social Network,3,Comm Exp on Social Network
Purchase Jeans Online,3,In-Channel Purchase
Organizational Satisfacation,3,Company/Organization/Brand Satisfaction
Return Before Purchase,3,Unmapped Future Behaviors
Price,1,Price
Keep Installed,3,Unmapped Future Behaviors
Packaging,1,Unmapped Elements
Value,1,Unmapped Elements
Value,3,Unmapped Future Behaviors
Email Navigation,1,Unmapped Elements
Repair Explanation,1,Unmapped Elements
Increase Use of Account Online,3,Unmapped Future Behaviors
Follow on Social Media,3,Follow on Social Media
Recommend Mobile Site,3,Recommend
Likelihood to Contact,3,Contact
Future Purchase Intent (calculated),3,Future Purchase Intent (Calculated)
Likelihood to Use Site Services,3,Use Service
Information,1,Site Information
Idea Browsing,1,Information Browsing
Information,3,Seek More Information
Additional Information,3,Unmapped Future Behaviors
Post Listing Communications,1,Email Communication
Order Management,1,Unmapped Elements
Purchase Via Phone Again,3,In-Channel Purchase
Create,1,Unmapped Elements
Pride,3,Unmapped Future Behaviors
Communication Content,1,Unmapped Elements
Interactivity,1,Unmapped Elements
Benefit Search Results,1,Search Results - Relevance
Contact Advisor,3,Contact
Subscribe after trial,3,Unmapped Future Behaviors
Use a Recipe,3,Use Recipe
Job Browsing,1,Product Browsing
Order Pick-Up,1,Order Pick-up
Store-Channel Purchase,3,Other-Channel Purchase
Return (if applicable),3,Return
On-Line Application Process,1,Process
Spend More Time,3,Unmapped Future Behaviors
Attention Getting,1,Unmapped Elements
Likelihood to Order,3,Unmapped Future Behaviors
Likelihood to use site to search and discover entertainment,3,Unmapped Future Behaviors
Cancellation Communications,1,Unmapped Elements
Use Tesco direct's Click+Collect Service Again,3,Use Service
Likelihood to Book Travel in the Future,3,Make Reservation Online
Voice,1,Voice
Purchase More Products,3,Purchase
Recommend Citibank.com,3,Recommend
Primary Resource for Industry,3,Primary Resource
FAQ Browsing,1,Information Browsing
Purchase Via [CHANNEL] Again,3,Purchase
Service Descriptions,1,Product Descriptions
Download Process,1,Unmapped Elements
Apply for a Mortgage,3,Apply
Navigation - Site Section,1,Navigation
Additional Products,3,Additional Products/Services
Share on Social Media,3,Social Share Content
Brand - Commitment,3,Unmapped Future Behaviors
Likelihood To Do Business,3,Do Business
Purchase BBY.com,3,In-Channel Purchase
Purchase from App,3,Purchase from App
Search Process,1,Search Process
Likelihood to Increase Usage,3,Unmapped Future Behaviors
Information Confidence,3,Unmapped Future Behaviors
Use Online Tutorials,3,Use Service
Contact Pool Professional,3,Contact
Recommend Funeral,3,Recommend Products/Services
Email Content,1,Unmapped Elements
Historical Content,1,Unmapped Elements
Other Websites,1,Unmapped Elements
Organization Citizenship,3,Unmapped Future Behaviors
Primary Resource (Child Ed.),3,Unmapped Future Behaviors
Seek More Information,3,Seek More Information
Purchase Online/Partner Retailer,3,Purchase from Partner/Distributor
Return to Nationwide.com,3,Return
Browsing,1,Product Browsing
Contact Via Channel,3,Contact
Contact Via Email Again,3,Contact Via Channel Again
Consult Supervisor,3,Unmapped Future Behaviors
Recommend Extra Points Program,3,Recommend Program
Contact via Contact Center Again,3,Contact Via Channel Again
Likelihood to Do Business,3,Do Business
Likelihood to Use Site - Plan Information,3,Unmapped Future Behaviors
Information / Product Browsing,1,Information Browsing
Likelihood to Consider,3,Consider Product
Likelihood to Increase Purchase,3,Unmapped Future Behaviors
Purchase Next Time - Online,3,Purchase Next Time
Recommend NPS,3,Recommend
Watch More Live Events On Site,3,Unmapped Future Behaviors
Likelihood to Book Offline,3,Book Reservation Offline
Accesibility,1,Accessibility
Inventory,1,Merchandise
Expand your Business,3,Unmapped Future Behaviors
Savings,1,Unmapped Elements
Recommend CBSSports.com,3,Recommend
Leader,1,Unmapped Elements
Promotions,1,Promotions
Promotions,3,Unmapped Future Behaviors
Apply Next Time,3,Apply
Room and Amenities Browsing,1,Product Browsing
Contact in Future,3,Contact
Trust Hermes,3,Trust
Delivery Driver,1,Unmapped Elements
Purchase products & services,3,Purchase
Future Online Participation,3,Future Online Participation
HBS Information,1,Site Information
Customer Care,3,Unmapped Future Behaviors
Share Website Information,3,Unmapped Future Behaviors
Team,1,Unmapped Elements
Continue Using,3,Continue Using
Purchase from Store,3,Other-Channel Purchase
Context,1,Unmapped Elements
Home Browsing,1,Product Browsing
Purchase - Smartphone,3,Purchase via Mobile
Problem Resolution,1,Problem Resolution
Confidence in Company,3,Brand Confidence
Program Descriptions,1,Product Descriptions
Subscribe to Digital Edition,3,Subscribe/Renew
Likelihood to Download,3,Likelihood to Download & View
Primary Place,3,Primary Resource
Purchase Online,3,In-Channel Purchase
Improve Health,3,Unmapped Future Behaviors
Confidence in Banking,3,Unmapped Future Behaviors
Upgrade Subscription,3,Upgrade
Recommend T-Mobile,3,Recommend Company
Likelihood to Pick Up Purchases,3,Use Store Pick-up
Likelihood to use a Oakwood,3,Visit in Person
Do Business - Affiliate,3,Unmapped Future Behaviors
Book Reservation Offline,3,Book Reservation Offline
Customization,1,Unmapped Elements
Likelihood to Trial Products,3,Unmapped Future Behaviors
Likelihood to use more services,3,Use More Services
Process,1,Unmapped Elements
Access Instructions,1,Unmapped Elements
Impact on Future Behavior,3,Unmapped Future Behaviors
Purchase - This app,3,In-Channel Purchase
Purchase OFFLINE Shopping,3,Other-Channel Purchase
Recommended Products,3,Recommend Products/Services
Tasks & Transactions,1,Tasks and Transactions
Online Purchase,3,In-Channel Purchase
Participate,3,Unmapped Future Behaviors
Future Consideration,3,Unmapped Future Behaviors
Member Benefits,1,Unmapped Elements
Buy from Store,3,Other-Channel Purchase
Play Game,3,Unmapped Future Behaviors
Likelihood to recommend,3,Unmapped Future Behaviors
Program,1,Unmapped Elements
Managing Resource,3,Unmapped Future Behaviors
Use On-Device Chat Support,3,Unmapped Future Behaviors
Store Role,1,Store Role
Continue Business Relationship,3,Recommend Products/Services
Responses,1,Unmapped Elements
Interactive StubHub Maps,1,Unmapped Elements
Communication Features,1,Unmapped Elements
Job Application Process,1,Process
Likelihood to Sponsor,3,Unmapped Future Behaviors
Future Restaurant Visit,3,Visit in Person
Click on an ad,3,Click on an Ad
Menu Item Images,1,Images
Use ParcelShop again,3,Return
News-Content,1,News Content
Increase use of myReports,3,Unmapped Future Behaviors
Fund Information,1,Product Descriptions
Item Descriptions,1,Product Descriptions
PTO,1,Unmapped Elements
Shop at Sears,3,Unmapped Future Behaviors
Program Design,1,Unmapped Elements
Freshness of Content,1,Unmapped Elements
Newsletter Content,1,Content
Score Functionality,1,Unmapped Elements
Control,1,Unmapped Elements
Understandable,1,Unmapped Elements
Pick Up Purchases Offline,3,Use Store Pick-up
Ordering Process,1,Ordering Process
Contact via Phone Again for Service,3,Contact Via Channel Again
Re-Use Content,3,Use Information
Web Experience - Service Information,1,Unmapped Elements
Communicate Favourably,3,Unmapped Future Behaviors
In-Channel Purchase,3,In-Channel Purchase
Vehicle Images,1,Images
Sponsor,3,Unmapped Future Behaviors
Conference Content,1,Unmapped Elements
Likely to Visit an Advertisement,3,Unmapped Future Behaviors
Used vehicle online purchase resource,3,Primary Resource
Use Information,3,Use Information
Employee Hiring Assistance,1,Unmapped Elements
Increase Trades,3,Unmapped Future Behaviors
Use Offline,3,Watch Video Offline
Diabetes Information,1,Site Information
Redemption Process,1,Unmapped Elements
Brands,1,Brand
Share Site Information,3,Unmapped Future Behaviors
Location,1,Unmapped Elements
Likelihood to Plan a Trip,3,Unmapped Future Behaviors
Satisfaction,2,Satisfaction
Contact a Headache Specialist,3,Contact
Monetary Benefit,1,Unmapped Elements
Program/Curriculum,1,Unmapped Elements
Recommend MyRewardZone.com,3,Recommend
Primary Resource Accessing Accts,3,Primary Resource
Security,1,Security
Use Medicare Plan Finder,3,Unmapped Future Behaviors
Use Bill Payment Feature,3,Unmapped Future Behaviors
Purchase offline,3,Other-Channel Purchase
Social Recommend Mobile Site/App,3,Social Recommend
Visit Retail Store,3,Visit in Person
Contest,1,Site Information
Recommend Mobile App,3,Recommend
Prefer Brand,3,Brand Preference
Recommend 0 to 10,3,Recommend Company
Message Response,1,Unmapped Elements
Tour Content,1,Unmapped Elements
Health Benefits,1,Unmapped Elements
Booking,3,Unmapped Future Behaviors
Booking,1,Unmapped Elements
Online Photo Management,1,Unmapped Elements
Subscribe to E-Mail,3,Subscribe/Renew
Brand - Trust,3,Unmapped Future Behaviors
Bank Branch,1,Bank Branch
Recommend Placing Phone Orders,3,Recommend
Flight Browsing,1,Product Browsing
Future Price Intent (Calculated),3,Future Purchase Intent (Calculated)
Manage Using Site,3,Manage and Service Account
Return Policy,3,Return
Preference,3,Brand Preference
Switch,3,Unmapped Future Behaviors
Recipes,1,Recipes
Use Community Forum,3,Use Community Forum
Use as Resource,3,Use Service
Company Preference,3,Brand Preference
Newspaper/Magazine - Content,1,News Content
Open an account,3,Open Additional Accounts
Recommend Site,3,Recommend
Explore,3,Unmapped Future Behaviors
Site Information(Content),1,Site Information
Banking Services,1,Banking Services
Alumni Network and Career services,1,Unmapped Elements
Return to site,3,Return
Likelihood to use WM next time,3,Use Again
Feel More Clear,3,Unmapped Future Behaviors
Empathy,1,Unmapped Elements
Premium Membership,3,Upgrade
Sign-up For A Paid Subscription,3,Upgrade
Message Security,1,Unmapped Elements
Descriptions,1,Product Descriptions
Listing Policies,1,Unmapped Elements
Pre-Delivery,1,Unmapped Elements
Contact Leasing/Sales Agents,3,Contact
Recommend  Site,3,Recommend
Make an Appt,3,Make an Appointment
Recommend - Clients,3,Unmapped Future Behaviors
Retain/keep investments,3,Do Business
First Consideration,3,Unmapped Future Behaviors
Online selling resource,3,Primary Resource
Likelihood to Earn,3,Unmapped Future Behaviors
Visit a gallery in-person,3,Visit in Person
Scheduling and Appointment,1,Unmapped Elements
Sign up for Programs,3,Subscribe/Renew
Instructions for Completion,1,Unmapped Elements
Parcel condition,1,Unmapped Elements
Results,1,Unmapped Elements
Retailer/Organization Satisfaction,3,Company/Organization/Brand Satisfaction
Redeem for Rewards,3,Unmapped Future Behaviors
Teamwork,1,Unmapped Elements
Purchase Online Mobile,3,Purchase Online Mobile
Purchase Company,3,Purchase
Likelihood to Request Brand,3,Inquire with a Doctor
Video Performance,1,Video Performance
Recommend Tesco Direct's Click and Collect Service,3,Recommend Products/Services
Purchase Products Offline,3,Other-Channel Purchase
Purchase via Tablet App,3,Purchase via Mobile
Apply Online for More Products,3,Apply
Contact Again for Service,3,Contact
Brand Opinion,3,Unmapped Future Behaviors
Primary Financial Institution,3,Unmapped Future Behaviors
Book Appointment,3,Make an Appointment
Contact via Channel Again,3,Contact Via Channel Again
Purchase Somewhere else,3,Unmapped Future Behaviors
Channel of Choice,3,Unmapped Future Behaviors
Open Additional Accounts,3,Open Additional Accounts
Request Online Quote,3,Unmapped Future Behaviors
Social Causes,1,Unmapped Elements
Purchase From philosophy,3,Purchase
Offer Appeal,1,Unmapped Elements
Improve - GCA,3,Unmapped Future Behaviors
Primary Resource - Baby,3,Primary Resource
Purchase Other,3,Other-Channel Purchase
Advertising,1,Unmapped Elements
Organizational Satisfaction,3,Company/Organization/Brand Satisfaction
Coach,1,Unmapped Elements
Increase Contribution,3,Purchase
Next Time,3,Purchase Next Time
Purchase Next Time-Offline,3,Purchase Next Time
Purchase at Store,3,Other-Channel Purchase
Sales/Support Experiences,1,Unmapped Elements
Use Tool,3,Use Again
Contact via Phone Again,3,Unmapped Future Behaviors
Primary Purchase,3,Primary Resource
Search Results - Relevance,1,Search Results - Relevance
Resource,3,Unmapped Future Behaviors
Primary Resource: Accounts,3,Primary Resource
Return to T-Mobile Phone Shopping,3,Call Again
Primary Resource - Info,3,Primary Resource
Purchased Items,1,Product Quality
Purchase At Another Site,3,Purchase from Partner/Distributor
Visit Again,3,Return
Content,1,Content
Environment,1,Store Environment
Web Channel,3,Primary Resource
Recommend Products/Srvcs,3,Recommend Products/Services
Register Next Time,3,Unmapped Future Behaviors
Site Information,1,Site Information
Recommend Loyalty Program,3,Recommend Program
Item Images,1,Images
Customer Quality,1,Unmapped Elements
Likelihood to Contact Sales,3,Contact
Social Media,3,Social Share Content
Merchandise / Services,1,Merchandise
Cust Serv Primary Resource,3,Primary Resource
Recommend Secondary Site,3,Unmapped Future Behaviors
Employee Development,1,Unmapped Elements
Product Reviews,1,Unmapped Elements
Learning Activities,1,Unmapped Elements
E-Classroom,1,Unmapped Elements
Likelihood to Purchase,3,Purchase
Purchase GORE-TEX&reg; Product,3,Purchase Next Time
School Confidence,3,Unmapped Future Behaviors
Purchase Movie,3,Purchase
Track Migraine,3,Unmapped Future Behaviors
Account Management,1,Account Management
Tour Guide,1,Unmapped Elements
New Ways to Find,3,Unmapped Future Behaviors
Likelihood to Purchase Store,3,Other-Channel Purchase
Likelihood to Return to Nationwide.com,3,Return
On Floor Service,1,Service
Service,1,Service
Use Store Collection,3,Use Again
Contact,3,Contact
Recommend Agency,3,Recommend Company
Share Content,3,Share Content
Merchandise Availability,1,Unmapped Elements
Payment and Delivery Options,1,Unmapped Elements
Schedule an appointment,3,Unmapped Future Behaviors
Brand Attachment,3,Unmapped Future Behaviors
Likelihood to Motivate,3,Unmapped Future Behaviors
Likelihood to Pick Up Offline,3,Use Store Pick-up
Become Player in Addl League,3,Unmapped Future Behaviors
Use Web Channel Over Others,3,Use Web Channel Over Others
Voice Service Performance,1,Unmapped Elements
Lifestyle Content,1,Unmapped Elements
Purchase Next time,3,Purchase Next Time
Trust - Level,3,Trust
Appointment,1,Unmapped Elements
Associate to Organization,3,Unmapped Future Behaviors
Request Prescription,3,Inquire with a Doctor
Primary Resource - Help,3,Primary Resource
Contact Andersen Support,3,Contact
Employer Recommendation,3,Employer Recommendation
Likelihood to Call,3,Contact
Account Manager,1,Unmapped Elements
Purchase Additional Resources,3,Purchase
Resource-Emergency,3,Unmapped Future Behaviors
Rental Condition,1,Unmapped Elements
Appointment Convenience,1,Unmapped Elements
Open New Account,3,Unmapped Future Behaviors
Search Engine,1,Search
Watch More Live ESPN Events,3,Unmapped Future Behaviors
Visit Property,3,Visit in Person
Likelihood to Use Offline,3,Watch Video Offline
Online Ticket Purchase,3,In-Channel Purchase
Online Transparency,1,Online Transparency
Talk to Health Care Provider,3,Unmapped Future Behaviors
Visit a Cleveland Clinic Doctor,3,Visit in Person
Stay Intent,3,Stay Intent
Contact a Rep,3,Contact
Purchase Online to be Delivered,3,In-Channel Purchase
Broad Content,1,Content
First Resource,3,Primary Resource
Product Descriptions/Info,1,Product Descriptions
Post Additional Listings,3,Unmapped Future Behaviors
On-Device Resolution,1,Unmapped Elements
Likelihood to Contact Call Center,3,Contact
Bill,1,Unmapped Elements
Make a Reservation,3,Book Reservation Offline
Ad,1,Ads
Trust - Level VA,3,Unmapped Future Behaviors
Other-Channel Purchase Coach,3,Other-Channel Purchase
Corporate Communications,1,Unmapped Elements
Product Desirability,1,Product Desirability
Deposit Process,1,Unmapped Elements
Customer Focused,3,Unmapped Future Behaviors
Recommend Store Pickup,3,Recommend Store Pickup
Recommend Capital One Site,3,Recommend
Future Purchase Intenet (Calculated),3,Future Purchase Intent (Calculated)
Purchase Reseller,3,Purchase from Partner/Distributor
Valuable Resource,3,Primary Resource
Online Community Participation,3,Unmapped Future Behaviors
Contact Ideel Again for Service,3,Contact
Newsletter,3,Subscribe/Renew
Contact Agent,3,Contact
Recommend 0 to 10 - NPS,3,Recommend
Order Condition,1,Order Condition
Primary Resource for Business News,3,Primary Resource
Trust with MEDC,3,Unmapped Future Behaviors
Likelihood to use this Healthcare Facility,3,Use Service
Supervision,1,Unmapped Elements
Likelihood to Book Travel Online,3,Make Reservation Online
Quote process,1,Ordering Process
Screened for Colon Cancer,3,Unmapped Future Behaviors
Internal Communication,1,Unmapped Elements
Manage Account,3,Manage Account
Advisor,1,Unmapped Elements
Brand Performance,1,Unmapped Elements
Email Experience,1,Unmapped Elements
Email Registry,3,Unmapped Future Behaviors
Career Path/Advancement,1,Unmapped Elements
Facilities,1,Unmapped Elements
Increase Services,3,Increase Business
Continue Service,3,Subscribe/Renew
Home Images,1,Images
Account Executive,1,Unmapped Elements
Campus Onboarding,1,Unmapped Elements
Purchase In-Store Service,3,Unmapped Future Behaviors
Facilitates Access to Capital,1,Unmapped Elements
Register,3,Subscribe/Renew
Primary Health,3,Primary Resource
Cost of Experiences,1,Unmapped Elements
Email,3,Unmapped Future Behaviors
Participation,1,Unmapped Elements
Newsletter Usefulness,1,Unmapped Elements
Transaction Cost,1,Price
Play in a Fantasy League,3,Unmapped Future Behaviors
Pay,1,Unmapped Elements
Parcel Transaction,1,Unmapped Elements
Likelihood to Apply,3,Apply
Event Page Browsing,1,Product Browsing
Primary Listing Marketing Resource,3,Unmapped Future Behaviors
Likelihood To Return,3,Return
Purchase Next 30 days,3,Unmapped Future Behaviors
Tactical HClx - Plain language,1,Unmapped Elements
Account Manager/Merchant Support,1,Unmapped Elements
Bill Payment Feature,3,Use Service
Messaging Look and Feel,1,Unmapped Elements
Recommend Premier Inn,3,Recommend Company
Purchase Additional Services,3,Purchase
Recommend Instructor,3,Unmapped Future Behaviors
Purchase Online ,3,Purchase Online
Wayfinding,1,Navigation
Best Interests,3,Unmapped Future Behaviors
Recommend this Site,3,Recommend
Brand,1,Brand
Recommend Reward Zone Program,3,Recommend Program
Recommend T-Mobile.com,3,Recommend
Primary Resource - Tools,3,Primary Resource
Brand,3,Unmapped Future Behaviors
Channel Impact,3,Unmapped Future Behaviors
Business Incentive Assistance,1,Unmapped Elements
Coupons,1,Site Information
Logistics,1,Unmapped Elements
Recommend Sony Support,3,Recommend
Return to Download,3,Unmapped Future Behaviors
3rd Party Purchase,3,Unmapped Future Behaviors
Scanner,1,Unmapped Elements
Vaccination Likelihood,3,Unmapped Future Behaviors
Search Results,1,Unmapped Elements
Look and Feel of the eTextbook Reading Experience,1,Look and Feel
Profile Matching,1,Unmapped Elements
Recommend Call Center,3,Recommend Company
Use other online applications,3,Use More Services
Visit a Rated Online Merchant,3,Unmapped Future Behaviors
Likelihood to Return to Site,3,Return
Customization Process,1,Process
Online Community,3,Unmapped Future Behaviors
Phone Accessibility,1,Unmapped Elements
Refer,3,Unmapped Future Behaviors
Likelihood to Pick Up Purch.,3,Unmapped Future Behaviors
Likelihood to Maintain relationship,3,Maintain Relationship
Login with my Collector Number,3,Unmapped Future Behaviors
Subscribe to Magazine,3,Subscribe/Renew
Capitol History,1,Unmapped Elements
Return to the Site,3,Return
Classroom,1,Unmapped Elements
Visit a UVA Health Doctor,3,Visit in Person
Color Browsing,1,Unmapped Elements
Renew Services,3,Subscribe/Renew
Communicate Experience,3,Communicate Experience
Return,3,Return
Contact Call Center,3,Contact
Attend Alum Event,3,Unmapped Future Behaviors
Professional Development,1,Unmapped Elements
Search and discover,3,Unmapped Future Behaviors
Input Process,1,Process
Primary Resource - TRADJENTA,3,Primary Resource
Return This month,3,Return
Meal Planning,3,Unmapped Future Behaviors
Subscribe Renew,3,Subscribe/Renew
Video/Podcast Performance,1,Unmapped Elements
Rental,1,Unmapped Elements
Apply for Job,3,Apply
Decision Involvement,1,Engagement
Likelihood to Purchase In-Store,3,Other-Channel Purchase
Applicant Quality,1,Unmapped Elements
Contact Sales Representative,3,Unmapped Future Behaviors
Software Instructions,1,Unmapped Elements
Use For More Information,3,Unmapped Future Behaviors
Home Descriptions,1,Product Descriptions
Visit in Person,3,Unmapped Future Behaviors
Purchases Offline - General,3,Use Store Pick-up
Hiring Process,1,Unmapped Elements
Job Recognition,1,Unmapped Elements
Book Travel via Mobile,3,Make Reservation Online
Recommend In Store Pickup Again,3,Recommend Store Pickup
Short Sale,3,Unmapped Future Behaviors
Relationship Costs,1,Unmapped Elements
Purchases Offline - Pharmacy,3,Use Store Pick-up
Use Mobile Site-App,3,Access Site Via Mobile
Sales-Service Representative,1,Unmapped Elements
Design Process,1,Unmapped Elements
Job Function(s),1,Unmapped Elements
Brand Recommend,3,Recommend Company
Likely to Share,3,Unmapped Future Behaviors
Likelihood to Recommend DIRECTV,3,Unmapped Future Behaviors
Used Bike Browsing,1,Product Browsing
Purchase by Phone,3,Other-Channel Purchase
Contact Schwan's Home Service Call Center,3,Contact
Confidence following customer service experience,3,Brand Confidence
Credibility,1,Unmapped Elements
Pickup Prcoess,1,Pickup Process
Watch an Online Video,3,Unmapped Future Behaviors
Likelihood to Read,3,Unmapped Future Behaviors
Use 1-800 Number,3,Contact
Experience on Social Network,3,Unmapped Future Behaviors
Returns Process,1,Process
Recommend Company as FSP,3,Recommend Company
Shop at Air Miles Shops,3,Other-Channel Purchase
Purchase More Furniture,3,Purchase Next Time
Trunk,1,Unmapped Elements
Promotion Features,1,Unmapped Elements
Entertainment/Movie Information,1,Site Information
Networking,1,Unmapped Elements
Choose Provider,3,Unmapped Future Behaviors
Center Director,1,Unmapped Elements
Complete and Activity in 30 days,3,Unmapped Future Behaviors
Maintain Relationship,3,Maintain Relationship
Purchase from Other Channel,3,Other-Channel Purchase
Business Growth Assistance,1,Unmapped Elements
Primary Resource,3,Primary Resource
Request Resolution,1,Unmapped Elements
Plain Language,1,Plain Language
Style,1,Look and Feel
Brand Commitment - Preference,3,Brand Preference
Return to CBSSports.com,3,Return
Shopping Source,3,Unmapped Future Behaviors
Purchase Consideration,3,Unmapped Future Behaviors
Provide Ideas,3,Use Community Forum
Contact via Call Center Again,3,Contact Via Channel Again
Deed-In-Lieu,3,Unmapped Future Behaviors
Visit Facebook Page,3,Visit Social Presence
Purchase Prints,3,Unmapped Future Behaviors
Visit a Branch,3,Visit in Person
Contact Call Centre,3,Contact
Flight Information,1,Site Information
Subscribe to Additional Products/Services,3,Purchase
Order Sample,3,Unmapped Future Behaviors
Primary Resource Mobile Site,3,Primary Resource
Order Again,3,Purchase
Recommend DIRECTV.com,3,Recommend
Brand Perception,3,Unmapped Future Behaviors
Supports Entrepreneurship,1,Unmapped Elements
Satisfaction (A11 Satisfaction),2,Satisfaction
Become a Customer,3,Unmapped Future Behaviors
Increase use of my.Dashboard,3,Unmapped Future Behaviors
Prescriptions from app,3,Purchase via Mobile
Contact via contact center Again,3,Contact Via Channel Again
Refund/Replacement Options,1,Unmapped Elements
Request Information,3,Seek More Information
Product Performance,1,Unmapped Elements
Recommend Selling,3,Recommend
Job Accomplishment,1,Unmapped Elements
Seek Medical Advice,3,Unmapped Future Behaviors
Sales Representatives,1,Unmapped Elements
Service Appointment,3,Use Service
Recommend Experience,3,Recommend
Increase Frequency,3,Unmapped Future Behaviors
Rental Return,1,Unmapped Elements
Prim Resource Customer Service,3,Unmapped Future Behaviors
Book Reservation Next Time,3,Make Reservation Online
Social Share Content,3,Social Share Content
Contact Again,3,Contact
Purchase Insurance,3,Purchase
Future Purchase,3,Purchase
Sharing of Newsletter,3,Unmapped Future Behaviors
Taxes,1,Unmapped Elements
Search Results-Relevance,1,Search Results - Relevance
Recommend Website,3,Recommend
Order Transactions,1,Ordering Process
Purchase from Catalog/Phone,3,Other-Channel Purchase
Shipping Process,1,Unmapped Elements
Upload Results,3,Unmapped Future Behaviors
Quote Content,1,Content
Primary Resource Retirement,3,Primary Resource
Product Browsing,1,Product Browsing
